reporting_jurisdiction	CountyFIPS	other_jurisdiction	sewershed_population_served	sewage_travel_time	sample_location	sample_location_specify	wwtp_name	wwtp_jurisdiction	capacity_mgd	industrial_input	stormwater_input	influent_equilibrated	sample_type	composite_freq	sample_matrix	collection_storage_time	collection_storage_temp	solids_separation	concentration_method	extraction_method	pre_conc_storage_time	pre_conc_storage_temp	pre_ext_storage_time	pre_ext_storage_temp	tot_conc_vol	ext_blank	rec_eff_target_name	rec_eff_spike_matrix	rec_eff_spike_conc	pasteurized	pcr_target	pcr_gene_target	pcr_type	hum_frac_target_mic	hum_frac_target_chem	other_norm_name	quant_stan_type	num_no_target_control	sample_collect_date	sample_collect_time	time_zone	flow_rate	ph	conductivity	tss	collection_water_temp	equiv_sewage_amt	sample_id	lab_id	test_result_date	pcr_target_units	pcr_target_avg_conc	pcr_target_std_error	pcr_target_cl_95_lo	pcr_target_cl_95_up	pcr_target_below_lod	lod_sewage	ntc_amplify	rec_eff_percent	inhibition_detect	inhibition_adjust	hum_frac_mic_conc	hum_frac_mic_unit	hum_frac_chem_conc	hum_frac_chem_unit	other_norm_conc	other_norm_unit	major_lab_method	major_lab_method_desc	sample_first_reported	key_sewershed	COUNTY_POPESTIMATE2020	vax_date	cases_date	hosp_date	deaths_date	actuals.vaccinationsInitiated	actuals.vaccinationsCompleted	actuals.vaccinationsAdditionalDose	metrics.vaccinationsInitiatedRatio	metrics.vaccinationsCompletedRatio	metrics.vaccinationsAdditionalDoseRatio	actuals.newCases	metrics.caseDensity100k	metrics.infectionRate	metrics.testPositivityRatio	actuals.hospitalBeds.capacity	actuals.icuBeds.capacity	actuals.hospitalBeds.currentUsageCovid	actuals.icuBeds.currentUsageCovid	metrics.icuCapacityRatio	metrics.bedsWithCovidPatientsRatio	metrics.bedsWithCovidPatientsRatioRolling10	metrics.weeklyCovidAdmissionsPer100k	metrics.weeklyCovidAdmissionsPer100kRolling10	metrics.icuCapacityRatioRolling10	actuals.newDeaths	metrics.newDeathsRolling7
ut	49049		253112		XXXX	XXXX	XXXX	ut	30.0				24-hr time-weighted composite		raw wastewater	2.46666666666667	4.0	centrifugation	membrane filtration with sample acidification	phenol chloroform			48.0	-80.0	100.0					yes	sars-cov-2	n1 and n2 combined	qpcr				dna	2	2021-02-08	07:28	utc-07:00	16.846						XXXX	XXXX	2021-02-11	copies/l wastewater	3160.0	997.020561473032			no	3000.0	no	-1.0	no	no							1	the four academic labs (byu, dsu, usu, uu) used functionally identical methods. split sample testing indicated results were reasonably comparable.	2021-04-02 16:00:46	ut_33	651059.0	2021-01-29	2021-02-15	2021-02-22	2021-03-01	27099	2440	0.0	0.043	0.004	0.0	104	33.4	0.86	0.153							0.04500000000000437		5.4499999999998705	0.6499999999999871	0	2.0
mo	29113		3282		XXXX	XXXX	XXXX	mo	1.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	6.2588264972		sars-cov-2	n1	qpcr				rna	3	2021-09-07			1.27						XXXX	XXXX	2021-09-08	copies/l wastewater	107456.89335	30127.263047	11591.94	203321.84	no	1750.0	no	39.53791939	no	no									2021-09-28 22:05:59	mo_404	60119.0	2021-08-28	2021-09-14	2021-09-21	2021-09-28	21198	18539		0.359	0.314		31	69.7	1.01	0.129							0.14500000000000185		8.149999999999913	0.27999999999999226	1	0.125
mo	29183		174537		XXXX	XXXX	XXXX	mo	38.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.7005466138		sars-cov-2	n1	qpcr				rna	3	2022-01-03			22.0						XXXX	XXXX	2022-01-03	copies/l wastewater	928522.16492	101873.13027	604361.86	1252682.47	no	1750.0	no	10.932863562	no	no									2022-01-18 15:29:13	mo_270	406204.0	2021-12-24	2022-01-10	2022-01-17	2022-01-24	266560	234622	83744	0.663	0.584	0.208	2427	259.0	1.11	0.374							0.35000000000000164		17.99999999999998	0.9249999999999922	1	1.5714285714285714
ca	06085		110338		XXXX	XXXX	XXXX	ca	11.0				24-hr flow-weighted composite		raw wastewater			gravity settling	none	chemagic viral dna/rna 300 kit	6.0	4.0	6.0	0.0		yes	bcov vaccine	dewatered solids	4.0		sars-cov-2	n	ddpcr	pepper mild mottle virus			dna	more than 3	2022-01-10	07:00	utc-07:00							XXXX	XXXX	2022-01-11	copies/g dry sludge	842795.379				no	500.0	no	1.229	no	no	7057364341.0	copies/g dry sludge							2022-01-13 18:56:37	ca_352	1907105.0	2021-12-31	2022-01-17	2022-01-24	2022-01-31	1694415	1584556	777926	0.879	0.822	0.404	15307	268.7	1.03	0.176							0.16499999999999998		27.45000000000004	0.8749999999999984	16	9.142857142857142
ut	49043		23946		XXXX	XXXX	XXXX	ut	4.0				6-hr manual composite		raw wastewater	2.41666666666667	4.0	centrifugation	membrane filtration with sample acidification	phenol chloroform			8.0	-80.0	100.0		oc43	raw sample	2.176	yes	sars-cov-2	n1 and n2 combined	qpcr				dna	2	2021-02-18	07:23	utc-07:00	2.67						XXXX	XXXX	2021-02-19	copies/l wastewater	185400.0	169705.6274847714			no	3000.0	no	28.8	not tested	no							1	the four academic labs (byu, dsu, usu, uu) used functionally identical methods. split sample testing indicated results were reasonably comparable.	2021-02-21 22:55:20	ut_22	42499.0	2021-02-08	2021-02-25	2021-03-04	2021-03-11	3759	1244	0.0	0.089	0.03	0.0	25	25.4	0.82	0.078	35	4			0.29	0.04	0.04000000000000873	6.3	6.299999999999738	0.2899999999999747	0	0.0
wi	55025		33000		XXXX	XXXX	XXXX	wi	6.2				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.476		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-07-13	06:13	utc-05:00	3.124	6.8	1538.0		17.8	1.0	XXXX	XXXX	2021-07-21	copies/l wastewater	5546.0	1036.0			yes	66000.0	no	0.75	no	no	14138397.0	copies/l wastewater							2021-07-23 19:32:56	wi_391	552536.0	2021-07-03	2021-07-20	2021-07-27	2021-08-03	389881	370078	0.0	0.713	0.677	0.0	19	3.1	1.39	0.021							0.020000000000004722		2.2999999999999927	0.9149999999999867	0	0.0
mo	29169		10000		XXXX	XXXX	XXXX	mo	1.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	6.1613680022		sars-cov-2	n2	qpcr				rna	3	2021-03-22			0.713787						XXXX	XXXX	2021-03-23	copies/l wastewater	703.5	-1.0	-1.0	-1.0	yes	1750.0	no	31.590413943	no	no									2021-07-08 20:47:03	mo_384	52709.0	2021-03-12	2021-03-29	2021-04-05	2021-04-12	9550	7605	0.0	0.182	0.145	0.0	2	1.7	1.16	0.036							0.025000000000001722		5.049999999999958		0	0.125
mo	29101		490000		XXXX	XXXX	XXXX	mo	105.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.8229578291		sars-cov-2	n2	qpcr				rna	3	2021-01-05			74.7						XXXX	XXXX	2021-01-06	copies/l wastewater	185306.625	34389.089075	75880.54	294732.71	no	1750.0	no	14.49256122	no	no									2021-07-08 20:47:03	mo_195	54219.0	2020-12-26	2021-01-12	2021-01-19	2021-01-26			0.0			0.0	18	43.3	0.88	0.17							0.16000000000000192		34.79999999999988	0.9049999999999923	1	0.125
mo	29187		10114		XXXX	XXXX	XXXX	mo	2.75				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.7362261378		sars-cov-2	n2	qpcr				rna	3	2021-08-30			1.52						XXXX	XXXX	2021-08-31	copies/l wastewater	234713.62305	18253.616956	176630.61	292796.63	no	1750.0	no	11.868981481	no	no									2021-09-08 19:11:37	mo_143	66485.0	2021-08-20	2021-09-06	2021-09-13	2021-09-20	26310	22076		0.391	0.328		30	79.5	1.01	0.155							0.09500000000000167		19.49999999999998	0.7249999999999921	0	0.875
ut	49049		94484		XXXX	XXXX	XXXX	ut	15.0				24-hr flow-weighted composite		raw wastewater	4.26666666666667	0.0	centrifugation	promega wastewater large volume tna capture kit	promega manual tna kit	21.5666666666667	4.0	1.0	4.0	20.0		oc43	raw sample	3.5	no	sars-cov-2	n1 and n2 combined	qpcr				rna	1	2021-09-27	07:15	utc-06:00	7.74					2.5	XXXX	XXXX	2021-09-30	copies/l wastewater	1829460.0	40830.21103709034			no	3000.0	no	86.77	not tested								2	uphl uses substantially different concentration and extraction methods from the previous labs. results may not be comparable.	2021-10-01 17:07:33	ut_11_3	651059.0	2021-09-17	2021-10-04	2021-10-11	2021-10-18	328065	263355		0.516	0.414		673	43.4	0.98	0.124							0.09000000000000435		14.899999999999872	0.8949999999999871	2	0.875
wi	55025		33000		XXXX	XXXX	XXXX	wi	6.2				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	5.046		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-02-03	06:24	utc-06:00	2.926	7.3	1481.0		11.4	1.0	XXXX	XXXX	2021-02-04	copies/l wastewater	76847.0	9634.0			no	40000.0	no	1.88	no	no	24733411.0	copies/l wastewater							2021-03-10 00:59:50	wi_391	552536.0	2021-01-24	2021-02-10	2021-02-17	2021-02-24	36696	12602	0.0	0.067	0.023	0.0	103	20.3	0.93	0.016							0.03500000000000472		7.449999999999993	0.8449999999999867	0	0.875
wi	55029		10000		XXXX	XXXX	XXXX	wi	7.42				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.556		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-05-04	07:30	utc-05:00	2.3	7.8	1416.0		10.7	1.0	XXXX	XXXX	2021-05-13	copies/l wastewater	53163.0	20774.0			yes	66000.0	no	1.71	no	no	11802910.0	copies/l wastewater							2021-05-26 17:00:33	wi_390	27889.0	2021-04-24	2021-05-11	2021-05-18	2021-05-25	16467	12894	0.0	0.595	0.466	0.0	0	7.4	0.95	0.039							0.030000000000004717		5.699999999999993	0.3349999999999867	0	0.0
wi	55025		33000		XXXX	XXXX	XXXX	wi	6.2				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.832		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-10-12	06:24	utc-05:00	3.2	7.28			20.1	0.625	XXXX	XXXX	2021-10-12	copies/l wastewater	128688.0	6033.0			no	100000.0	no	2.051	no	no	14840441.0	copies/l wastewater							2021-10-19 18:36:50	wi_391	552536.0	2021-10-02	2021-10-19	2021-10-26	2021-11-02	421272	397757		0.771	0.728		65	19.0	0.89	0.033							0.06500000000000472		8.79999999999999	0.9149999999999867	0	0.5
wi	55117		75000		XXXX	XXXX	XXXX	wi	18.4				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.699		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-03-13	06:00	utc-06:00	12.788	7.5	1017.0		13.33	1.0	XXXX	XXXX	2021-03-26	copies/l wastewater	42184.0	4558.0			no	40000.0	no	0.744	no	no	8308306.0	copies/l wastewater							2021-04-02 16:58:37	wi_364	115240.0	2021-03-03	2021-03-20	2021-03-27	2021-04-03	17778	7935	0.0	0.154	0.069	0.0	7	12.9	0.93	0.053							0.020000000000009496		3.7000000000000677	0.2399999999999729	0	0.125
wi	55131		615934		XXXX	XXXX	XXXX	wi	300.0				24-hr flow-weighted composite	1.7	raw wastewater			filtration	membrane filtration with addition of mgcl2	promega automated tna kit							bcov vaccine	raw sample	4.522		sars-cov-2	n2	ddpcr	pepper mild mottle virus		hf183	rna	2	2022-01-30	00:00	utc-06:00	41.0		1810.0	290.0		0.43	XXXX	XXXX	2022-02-03	copies/l wastewater	10726.4	4531.2	2867.2	29004.8	no	9241.6	no	0.023	no	no	57636864.0	copies/l wastewater					2	new extraction method, switch to kingfisher		wi_257	136445.0	2022-01-20	2022-02-06	2022-02-13	2022-02-20	82444	75926	38076	0.606	0.558	0.28	0	53.5	0.53	0.145							0.09500000000000478		15.300000000000047	0.5949999999999867	0	0.75
co	08031		709904		XXXX	XXXX	XXXX	co	30.0				24-hr flow-weighted composite		raw wastewater		0.0		innovaprep ultrafiltration	qiagen qiaamp buffers with epoch columns		0.0			40.0	no	bcov vaccine	raw sample	2.76		sars-cov-2	n1	ddpcr	pepper mild mottle virus		f+ rna coliphage	rna	1	2022-01-10	08:00		54.2						XXXX	XXXX	2022-01-10	copies/l wastewater	948074.5194597943		44044.36395558743	50776.9997693105	no	4000.0	no	0.2501693741604508	no		1491723.1064640307				38948471.0427527	copies/l wastewater			2022-01-17 18:33:46	co_252	735538.0	2021-12-31	2022-01-17	2022-01-24	2022-01-31	577530	526006	223248	0.794	0.723	0.307	3310	226.1	0.86	0.232							0.13499999999999995		34.05000000000004	0.859999999999998	9	6.428571428571429
wi	55079		470007		XXXX	XXXX	XXXX	wi	330.0				24-hr flow-weighted composite	0.65	raw wastewater			filtration	membrane filtration with addition of mgcl2	qiagen rneasy powermicrobiome kit							bcov vaccine	raw sample	4.518		sars-cov-2	n1	ddpcr	pepper mild mottle virus		hf183	rna	2	2020-11-04	00:00	utc-06:00	56.0		1268.0	260.0		1.571	XXXX	XXXX	2020-11-05	copies/l wastewater	57099.744		42884.331	74550.389	no	3165.205	no	4.22	not tested	no	20471035.52	copies/l wastewater			540718006.545176	copies/l wastewater	1		2021-03-29 12:44:04	wi_256	945016.0	2020-10-25	2020-11-11	2020-11-18	2020-11-25	0.0	0.0	0.0	0.0	0.0	0.0	1080	100.2	1.06	0.183							0.1675000000000023		65.04999999999998	0.5774999999999932	5	5.875
ho	48201		551150		XXXX	XXXX	XXXX	tx	200.0				24-hr time-weighted composite	1.0	raw wastewater				membrane filtration with addition of mgcl2	chemagic viral dna/rna 300 kit											sars-cov-2	n1	ddpcr				dna	more than 3	2022-01-03	08:00	utc-05:00	78.46						XXXX	XXXX	2022-01-06	copies/l wastewater	379866.665	16866.665			no	2687.89	no	-1.0	not tested										2022-01-13 18:21:49	tx_35	4738253.0	2021-12-24	2022-01-10	2022-01-17	2022-01-24	3287974	2805350	690204	0.698	0.595	0.146	6951	187.7	1.11	0.33							0.2250000000000045		41.04999999999991	0.9499999999999882	4	20.25
ho	48201		95600		XXXX	XXXX	XXXX	tx	18.0				24-hr time-weighted composite	1.0	raw wastewater				membrane filtration with addition of mgcl2	chemagic viral dna/rna 300 kit											sars-cov-2	n1	ddpcr				dna	more than 3	2021-08-23	08:00	utc-05:00	9.92						XXXX	XXXX	2021-08-26	copies/l wastewater	179300.0	21633.33			no	4663.58	no	-1.0	not tested										2021-08-31 19:46:57	tx_290	4738253.0	2021-08-13	2021-08-30	2021-09-06	2021-09-13			0.0			0.0	5500	49.4	0.94	0.164							0.2600000000000045		34.04999999999991	0.9349999999999883	9	39.0
mo	29189		451367		XXXX	XXXX	XXXX	mo	210.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	6.0086001718		sars-cov-2	n2	qpcr				rna	3	2020-08-03			102.6						XXXX	XXXX	2020-08-03	copies/l wastewater	66934.875	16855.668503	13300.14	120569.61	no	1750.0	no	22.222222222	no	no									2021-07-08 20:47:03	mo_268	994020.0	2020-07-24	2020-08-10	2020-08-17	2020-08-24	0.0	0.0	0.0	0.0	0.0	0.0	156	21.1	0.91	0.1											0	2.625
mo	29051		41153		XXXX	XXXX	XXXX	mo	11.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.5505171301		sars-cov-2	n1	qpcr				rna	3	2020-11-16			5.56						XXXX	XXXX	2020-11-17	copies/l wastewater	288583.75	43755.57049	149353.52	427813.98	no	1750.0	no	7.7393492375	no	no									2021-07-08 20:47:03	mo_190	76191.0	2020-11-06	2020-11-23	2020-11-30	2020-12-07	0.0	0.0	0.0	0.0	0.0	0.0	91	127.5	0.88	0.222							0.20250000000000107		23.199999999999847	0.8099999999999962	0	1.0
wi	55109		14000		XXXX	XXXX	XXXX	wi	2.2				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.347		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-11-09	07:00	utc-06:00	1.466	7.55			12.0	0.625	XXXX	XXXX	2021-11-12	copies/l wastewater	684257.0	48688.0			no	64000.0	no	3.76	no	no	17768909.0	copies/l wastewater							2021-11-19 18:58:34	wi_182	91838.0	2021-10-30	2021-11-16	2021-11-23	2021-11-30	43888	39955		0.484	0.441		81	110.3	1.02	0.187							0.1800000000000047		20.30000000000003		1	0.75
wi	55135		8000		XXXX	XXXX	XXXX	wi	1.5				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	6.093		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2020-11-03	07:00	utc-06:00	1.096	7.4	1421.0		16.0	2.0	XXXX	XXXX	2020-11-06	copies/l wastewater	438296.0	93736.0			no	20000.0	no	0.29	no	no	22039814.0	copies/l wastewater							2021-02-18 18:48:01	wi_432	50664.0	2020-10-24	2020-11-10	2020-11-17	2020-11-24	0.0	0.0	0.0	0.0	0.0	0.0	60	106.5	0.95	0.19							0.1875000000000024		17.350000000000037	0.6249999999999933	6	1.5
co	08013		75543		XXXX	XXXX	XXXX	co	7.43				24-hr flow-weighted composite		raw wastewater		0.0		innovaprep ultrafiltration	qiagen qiaamp buffers with epoch columns		0.0			40.0	no	bcov vaccine	raw sample	2.76		sars-cov-2	n1	ddpcr	pepper mild mottle virus		f+ rna coliphage	rna	1	2021-04-12	07:00		7.28						XXXX	XXXX	2021-04-12	copies/l wastewater	42285.42462126303		30891.521789059236	36106.47452061847	no	4000.0	no	0.09251811781195275	no		4467460.639767531				66990391.896742985	copies/l wastewater			2021-06-30 22:10:17	co_224	327171.0	2021-04-02	2021-04-19	2021-04-26	2021-05-03	2547	1224	0.0	0.008	0.004	0.0	74	23.6	0.95	0.049							0.05999999999999994		14.100000000000042	0.7249999999999981	0	0.25
co	08069		23193		XXXX	XXXX	XXXX	co	3.69				24-hr flow-weighted composite		raw wastewater		0.0		innovaprep ultrafiltration	qiagen qiaamp buffers with epoch columns		0.0			40.0	no	bcov vaccine	raw sample	2.76		sars-cov-2	n1	ddpcr	pepper mild mottle virus		f+ rna coliphage	rna	1	2020-12-21	09:00		3.419						XXXX	XXXX	2020-12-21	copies/l wastewater	54244.50465611049		78602.54746567945	89533.70349878048	no	4000.0	no	0.0670269423211587	no						84055340.59743848	copies/l wastewater			2021-06-30 22:10:17	co_370	360428.0	2020-12-11	2020-12-28	2021-01-04	2021-01-11	0.0	0.0	0.0	0.0	0.0	0.0	65	25.7	0.9	0.054							0.11500000000000005		17.00000000000003	0.4499999999999979	1	2.75
mo	29009		9100		XXXX	XXXX	XXXX	mo	6.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.9543185345		sars-cov-2	n2	qpcr				rna	3	2022-01-03			2.6						XXXX	XXXX	2022-01-04	copies/l wastewater	80210.233688	6470.6988288	59620.47	100800.0	no	1750.0	no	19.611275871	no	no									2022-01-18 15:29:13	mo_259	35818.0	2021-12-24	2022-01-10	2022-01-17	2022-01-24	17753	15068	4381	0.496	0.421	0.122	36	73.0	1.37	0.233							0.16000000000000222		36.74999999999986		0	0.125
wi	55025		345000		XXXX	XXXX	XXXX	wi	56.0				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.19		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-12-15	00:00	utc-06:00	35.79	7.79				0.625	XXXX	XXXX	2021-12-17	copies/l wastewater	1094683.0	120256.0			no	100000.0	yes	9.583	no	no	23490951.0	copies/l wastewater							2021-12-23 15:40:05	wi_231	552536.0	2021-12-05	2021-12-22	2021-12-29	2022-01-05	460693	416119		0.843	0.761		378	70.2	1.09	0.085							0.09500000000000472		9.29999999999999	0.9349999999999867	4	1.75
nc	37183		30655		XXXX	XXXX	XXXX	nc	3.0				24-hr flow-weighted composite		raw wastewater	24.0	4.0		membrane filtration with addition of mgcl2	qiagen rneasy kit	3.5	4.0	0.0	4.0	40.0	yes	bcov vaccine	sample concentrate	4.63	no	sars-cov-2	n1	ddpcr				rna	3	2021-11-01	08:00		2.38						XXXX	XXXX	2021-11-03	copies/l wastewater	9386.126637	-1.0	6847.926855	12485.9165	no	750.1	no	12.0	no	no									2021-11-22 19:34:23	nc_334	1132271.0	2021-10-22	2021-11-08	2021-11-15	2021-11-22	768061	733562		0.691	0.66		0	11.5	1.1	0.03							0.05500000000000247		4.099999999999965	0.8449999999999915	2	0.75
ca	06113		70717		XXXX	XXXX	XXXX	ca	7.5				grab		primary sludge			centrifugation	none	chemagic viral dna/rna 300 kit	6.0	4.0	6.0	0.0		yes	bcov vaccine	dewatered solids	4.0		sars-cov-2	n	ddpcr	pepper mild mottle virus			dna	more than 3	2021-02-11	07:00	utc-07:00							XXXX	XXXX	2021-02-12	copies/g dry sludge	41844.64656				no	500.0	no	59.5	no	no	665000000.0	copies/g dry sludge							2021-05-26 17:40:11	ca_126	219728.0	2021-02-01	2021-02-18	2021-02-25	2021-03-04	18285	4590	0.0	0.083	0.021	0.0	49	14.9	0.85	0.014	125	15	10	5	0.87	0.08	0.07999999999999988	9.3	9.300000000000082	0.8699999999999962	0	0.0
wi	55123		4400		XXXX	XXXX	XXXX	wi	0.54				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.347		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-12-07	08:53	utc-06:00	0.237	7.97				0.625	XXXX	XXXX	2021-12-10	copies/l wastewater	2239453.0	142347.0			no	64000.0	no	13.463	no	no	19207891.0	copies/l wastewater							2021-12-14 19:21:14	wi_420	30861.0	2021-11-27	2021-12-14	2021-12-21	2021-12-28	16815	15687		0.546	0.509		24	70.7	0.92	0.06							0.11500000000000474		23.55000000000004		0	0.125
ho	48201		3825		XXXX	XXXX	XXXX	tx	2.0				24-hr time-weighted composite	1.0	raw wastewater				membrane filtration with addition of mgcl2	chemagic viral dna/rna 300 kit											sars-cov-2	n2	ddpcr				dna	more than 3	2021-08-02	08:00	utc-05:00	0.343						XXXX	XXXX	2021-08-05	copies/l wastewater	433033.335	26766.665			no	2333.33	no	-1.0	not tested										2021-08-10 14:18:11	tx_113	4738253.0	2021-07-23	2021-08-09	2021-08-16	2021-08-23			0.0			0.0	559	43.5	1.15	0.188							0.2150000000000045		36.649999999999906	0.9299999999999882	2	26.125
wi	55141		21000		XXXX	XXXX	XXXX	wi	5.27				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.832		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-10-01	08:00	utc-05:00	3.083	6.5				0.625	XXXX	XXXX	2021-10-05	copies/l wastewater	319354.0	26089.0			no	64000.0	no	5.97	no	no	2803496.0	copies/l wastewater							2021-10-08 14:31:45	wi_453	72560.0	2021-09-21	2021-10-08	2021-10-15	2021-10-22	41680	38460		0.571	0.527		49	57.1	0.95	0.12							0.13000000000000955		21.600000000000087	0.7399999999999731	0	0.375
mo	29189		24174		XXXX	XXXX	XXXX	mo	6.75				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.9625584849		sars-cov-2	n2	qpcr				rna	3	2021-01-11			3.65						XXXX	XXXX	2021-01-11	copies/l wastewater	67789.75	20261.575297	3317.42	132262.08	no	1750.0	no	19.986916558	no	no									2021-07-08 20:47:03	mo_266	994020.0	2021-01-01	2021-01-18	2021-01-25	2021-02-01			0.0			0.0	343	45.4	0.88	0.107							0.11000000000000167		19.94999999999998	0.9099999999999921	3	6.571428571428571
wi	55055		14500		XXXX	XXXX	XXXX	wi	3.65				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	5.96		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2020-09-22	07:10	utc-05:00	1.426	8.1	2200.0		7.6	2.0	XXXX	XXXX	2020-09-25	copies/l wastewater	58476.0	7239.0			no	20000.0	no	0.19	no	no	23639111.0	copies/l wastewater							2021-02-18 18:48:01	wi_447	85038.0	2020-09-12	2020-09-29	2020-10-06	2020-10-13	0.0	0.0	0.0	0.0	0.0	0.0	56	41.1	1.13	0.12							0.03750000000000232			0.6074999999999934	1	0.125
nc	37183		550000		XXXX	XXXX	XXXX	nc	75.0	4.0	no	no	24-hr flow-weighted composite	1.3	raw wastewater	177.0	4.0		membrane filtration with acidification and mgcl2	nuclisens manual magnetic bead extraction kit	15.0	20.0	0.0	20.0	40.0	yes	bcov vaccine	raw sample	4.2	yes	sars-cov-2	n2	ddpcr	pepper mild mottle virus			rna	more than 3	2021-08-19	08:08		41.6						XXXX	XXXX	2021-08-26	copies/l wastewater	15250.0	-1.0	9500.0	23000.0	no	330.0	no	36.0	no		57425000.0	copies/l wastewater							2021-08-27 15:04:52	nc_332	1132271.0	2021-08-09	2021-08-26	2021-09-02	2021-09-09			0.0			0.0	1230	59.6	1.02	0.089	1531	285	266	91	0.88	0.19	0.19000000000000494	8.6	8.599999999999932	0.8799999999999831	4	3.375
va	51107		10178		XXXX	XXXX	XXXX	va	1.5				24-hr flow-weighted composite		raw wastewater			centrifugation	innovaprep ultrafiltration	zymo quick-rna viral kit #r1035	0.0	4.0	0.0	4.0	40.0	yes	murine coronavirus	raw sample	3.176091259	no	sars-cov-2	ddcov_e	ddpcr				rna	2	2021-11-29	07:30		0.5195			316.0			XXXX	XXXX	2021-12-03	copies/l wastewater	53000.0				no	5400.0	no	0.1548	not tested										2022-01-17 18:47:13	va_51	422784.0	2021-11-19	2021-12-06	2021-12-13	2021-12-20	304708	271633		0.737	0.657		279	25.0	1.21	0.078							0.04500000000000427		5.099999999999879	0.7449999999999873	0	0.25
